relationA,relationshipType,relationB
T_inheritance,hasEduConcept,understanding
T_inheritance,hasEduConcept,individuals
T_inheritance,hasEduConcept,marked
T_inheritance,hasEduConcept,halves
T_cycles,hasEduConcept,traits
T_cycles,hasEduConcept,organisms
T_cycles,hasEduConcept,inheritance
T_cycles,hasEduConcept,plants
T_cycles,hasEduConcept,characteristics
T_cycles,hasEduConcept,explanation
T_cycles,hasEduConcept,environment
T_cycles,hasEduConcept,variation
T_cycles,hasEduConcept,demonstrate
T_cycles,hasEduConcept,animals
T_cycles,hasEduConcept,details
T_cycles,hasEduConcept,scaled
T_cycles,hasEduConcept,life
T_cycles,hasEduConcept,inherited
T_cycles,hasEduConcept,differences
T_cycles,hasEduConcept,understanding
T_cycles,hasEduConcept,individuals
T_cycles,hasEduConcept,marked
T_cycles,hasEduConcept,halves
T_life,hasEduConcept,traits
T_life,hasEduConcept,organisms
T_life,hasEduConcept,cycles
T_life,hasEduConcept,inheritance
T_life,hasEduConcept,plants
T_life,hasEduConcept,characteristics
T_life,hasEduConcept,explanation
T_life,hasEduConcept,environment
T_life,hasEduConcept,variation
T_life,hasEduConcept,demonstrate
T_life,hasEduConcept,animals
T_life,hasEduConcept,details
T_life,hasEduConcept,scaled
T_life,hasEduConcept,inherited
T_life,hasEduConcept,differences
T_life,hasEduConcept,understanding
T_life,hasEduConcept,individuals
T_life,hasEduConcept,marked
T_life,hasEduConcept,halves
T_variation,hasEduConcept,traits
T_variation,hasEduConcept,organisms
T_variation,hasEduConcept,cycles
T_variation,hasEduConcept,inheritance
T_variation,hasEduConcept,plants
T_variation,hasEduConcept,characteristics
T_variation,hasEduConcept,explanation
T_variation,hasEduConcept,environment
T_variation,hasEduConcept,variation
T_variation,hasEduConcept,demonstrate
T_variation,hasEduConcept,animals
T_variation,hasEduConcept,details
T_variation,hasEduConcept,scaled
T_variation,hasEduConcept,life
T_variation,hasEduConcept,inherited
T_variation,hasEduConcept,differences
T_variation,hasEduConcept,understanding
T_variation,hasEduConcept,individuals
T_variation,hasEduConcept,marked
T_variation,hasEduConcept,halves
T_traits,hasEduConcept,traits
T_traits,hasEduConcept,organisms
T_traits,hasEduConcept,cycles
T_traits,hasEduConcept,inheritance
T_traits,hasEduConcept,plants
T_traits,hasEduConcept,characteristics
T_traits,hasEduConcept,explanation
T_traits,hasEduConcept,environment
T_traits,hasEduConcept,variation
T_traits,hasEduConcept,demonstrate
T_traits,hasEduConcept,animals
T_traits,hasEduConcept,details
T_traits,hasEduConcept,scaled
T_traits,hasEduConcept,life
T_traits,hasEduConcept,inherited
T_traits,hasEduConcept,differences
T_traits,hasEduConcept,understanding
T_traits,hasEduConcept,individuals
T_traits,hasEduConcept,marked
T_traits,hasEduConcept,halves
T_weather,hasEduConcept,hazards
T_weather,hasEduConcept,bar
T_weather,hasEduConcept,displays
T_weather,hasEduConcept,merit
T_weather,hasEduConcept,impacts
T_weather,hasEduConcept,conditions
T_weather,hasEduConcept,scaled
T_weather,hasEduConcept,engaging
T_weather,hasEduConcept,tables
T_weather,hasEduConcept,masses
T_weather,hasEduConcept,combine
T_weather,hasEduConcept,argument
T_weather,hasEduConcept,solve
T_weather,hasEduConcept,demonstrate
T_weather,hasEduConcept,obtaining
T_weather,hasEduConcept,tools
T_climate,hasEduConcept,hazards
T_climate,hasEduConcept,bar
T_climate,hasEduConcept,displays
T_climate,hasEduConcept,merit
T_climate,hasEduConcept,impacts
T_climate,hasEduConcept,conditions
T_climate,hasEduConcept,scaled
T_climate,hasEduConcept,engaging
T_climate,hasEduConcept,tables
T_climate,hasEduConcept,masses
T_climate,hasEduConcept,combine
T_climate,hasEduConcept,argument
T_climate,hasEduConcept,solve
T_climate,hasEduConcept,demonstrate
T_climate,hasEduConcept,obtaining
T_climate,hasEduConcept,tools
T_information,hasEduConcept,waves
T_information,hasEduConcept,wave
T_information,hasEduConcept,scientific
T_information,hasEduConcept,integrate
T_information,hasEduConcept,constraints
T_information,hasEduConcept,multiple
T_information,hasEduConcept,similarities
T_information,hasEduConcept,generate
T_information,hasEduConcept,findings
T_information,hasEduConcept,criteria
T_information,hasEduConcept,sort
T_information,hasEduConcept,solution
T_information,hasEduConcept,framework
T_information,hasEduConcept,send
T_information,hasEduConcept,differences
T_information,hasEduConcept,practices
T_information,hasEduConcept,mathematics
T_information,hasEduConcept,motion
T_information,hasEduConcept,knowledge
T_information,hasEduConcept,develop
T_waves,hasEduConcept,wave
T_waves,hasEduConcept,scientific
T_waves,hasEduConcept,integrate
T_waves,hasEduConcept,constraints
T_waves,hasEduConcept,multiple
T_waves,hasEduConcept,similarities
T_waves,hasEduConcept,generate
T_waves,hasEduConcept,findings
T_waves,hasEduConcept,criteria
T_waves,hasEduConcept,sort
T_waves,hasEduConcept,solution
T_waves,hasEduConcept,framework
T_waves,hasEduConcept,send
T_waves,hasEduConcept,differences
T_waves,hasEduConcept,practices
T_waves,hasEduConcept,mathematics
T_waves,hasEduConcept,knowledge
T_waves,hasEduConcept,develop
T_function,hasEduConcept,argument
T_function,hasEduConcept,brain
T_function,hasEduConcept,structures
T_function,hasEduConcept,mechanisms
T_function,hasEduConcept,figure
T_function,hasEduConcept,systems
T_function,hasEduConcept,symmetry
T_function,hasEduConcept,lines
T_function,hasEduConcept,engaging
T_function,hasEduConcept,interactions
T_function,hasEduConcept,dimensional
T_function,hasEduConcept,survival
T_function,hasEduConcept,reflected
T_function,hasEduConcept,construct
T_function,hasEduConcept,behavior
T_function,hasEduConcept,identify
T_function,hasEduConcept,framework
T_structure,hasEduConcept,brain
T_structure,hasEduConcept,structures
T_structure,hasEduConcept,mechanisms
T_structure,hasEduConcept,figure
T_structure,hasEduConcept,systems
T_structure,hasEduConcept,symmetry
T_structure,hasEduConcept,lines
T_structure,hasEduConcept,interactions
T_structure,hasEduConcept,dimensional
T_structure,hasEduConcept,survival
T_structure,hasEduConcept,reflected
T_structure,hasEduConcept,behavior
T_structure,hasEduConcept,identify
T_structure,hasEduConcept,framework
T_information,hasEduConcept,argument
T_information,hasEduConcept,brain
T_information,hasEduConcept,structures
T_information,hasEduConcept,mechanisms
T_information,hasEduConcept,figure
T_information,hasEduConcept,systems
T_information,hasEduConcept,symmetry
T_information,hasEduConcept,lines
T_information,hasEduConcept,engaging
T_information,hasEduConcept,interactions
T_information,hasEduConcept,dimensional
T_information,hasEduConcept,survival
T_information,hasEduConcept,reflected
T_information,hasEduConcept,construct
T_information,hasEduConcept,behavior
T_information,hasEduConcept,identify
T_processing,hasEduConcept,argument
T_processing,hasEduConcept,brain
T_processing,hasEduConcept,structures
T_processing,hasEduConcept,mechanisms
T_processing,hasEduConcept,figure
T_processing,hasEduConcept,systems
T_processing,hasEduConcept,symmetry
T_processing,hasEduConcept,lines
T_processing,hasEduConcept,engaging
T_processing,hasEduConcept,interactions
T_processing,hasEduConcept,dimensional
T_processing,hasEduConcept,survival
T_processing,hasEduConcept,reflected
T_processing,hasEduConcept,construct
T_processing,hasEduConcept,behavior
T_processing,hasEduConcept,identify
T_processing,hasEduConcept,framework
T_earth,hasEduConcept,earthquakes
T_earth,hasEduConcept,rock
T_earth,hasEduConcept,layers
T_earth,hasEduConcept,interpret
T_earth,hasEduConcept,measurement
T_earth,hasEduConcept,maps
T_earth,hasEduConcept,measurements
T_earth,hasEduConcept,explanation
T_earth,hasEduConcept,hazards
T_earth,hasEduConcept,volcanoes
T_earth,hasEduConcept,variables
T_earth,hasEduConcept,fossils
T_earth,hasEduConcept,formations
T_earth,hasEduConcept,volcanic
T_earth,hasEduConcept,multiple
T_earth,hasEduConcept,unit
T_shape,hasEduConcept,earthquakes
T_shape,hasEduConcept,rock
T_shape,hasEduConcept,layers
T_shape,hasEduConcept,interpret
T_shape,hasEduConcept,measurement
T_shape,hasEduConcept,maps
T_shape,hasEduConcept,measurements
T_shape,hasEduConcept,explanation
T_shape,hasEduConcept,hazards
T_shape,hasEduConcept,volcanoes
T_shape,hasEduConcept,variables
T_shape,hasEduConcept,fossils
T_shape,hasEduConcept,formations
T_shape,hasEduConcept,volcanic
T_shape,hasEduConcept,multiple
T_shape,hasEduConcept,unit
T_processes,hasEduConcept,earthquakes
T_processes,hasEduConcept,rock
T_processes,hasEduConcept,layers
T_processes,hasEduConcept,interpret
T_processes,hasEduConcept,measurement
T_processes,hasEduConcept,maps
T_processes,hasEduConcept,measurements
T_processes,hasEduConcept,explanation
T_processes,hasEduConcept,hazards
T_processes,hasEduConcept,volcanoes
T_processes,hasEduConcept,variables
T_processes,hasEduConcept,fossils
T_processes,hasEduConcept,formations
T_processes,hasEduConcept,volcanic
T_processes,hasEduConcept,multiple
T_processes,hasEduConcept,unit
T_systems,hasEduConcept,earthquakes
T_systems,hasEduConcept,rock
T_systems,hasEduConcept,layers
T_systems,hasEduConcept,interpret
T_systems,hasEduConcept,measurement
T_systems,hasEduConcept,maps
T_systems,hasEduConcept,measurements
T_systems,hasEduConcept,explanation
T_systems,hasEduConcept,hazards
T_systems,hasEduConcept,volcanoes
T_systems,hasEduConcept,variables
T_systems,hasEduConcept,fossils
T_systems,hasEduConcept,formations
T_systems,hasEduConcept,volcanic
T_systems,hasEduConcept,multiple
T_systems,hasEduConcept,unit
T_matter,hasEduConcept,weight
T_matter,hasEduConcept,particles
T_matter,hasEduConcept,substances
T_matter,hasEduConcept,explain
T_matter,hasEduConcept,measurements
T_matter,hasEduConcept,measure
T_matter,hasEduConcept,mathematics
T_matter,hasEduConcept,cubic
T_matter,hasEduConcept,measurement
T_matter,hasEduConcept,quantities
T_matter,hasEduConcept,mass
T_matter,hasEduConcept,mixing
T_matter,hasEduConcept,sources
T_matter,hasEduConcept,md
T_matter,hasEduConcept,conduct
T_matter,hasEduConcept,investigation
T_matter,hasEduConcept,volume
T_structure,hasEduConcept,weight
T_structure,hasEduConcept,particles
T_structure,hasEduConcept,substances
T_structure,hasEduConcept,measurements
T_structure,hasEduConcept,measure
T_structure,hasEduConcept,mathematics
T_structure,hasEduConcept,cubic
T_structure,hasEduConcept,measurement
T_structure,hasEduConcept,quantities
T_structure,hasEduConcept,mass
T_structure,hasEduConcept,mixing
T_structure,hasEduConcept,sources
T_structure,hasEduConcept,md
T_structure,hasEduConcept,conduct
T_structure,hasEduConcept,investigation
T_structure,hasEduConcept,volume
T_properties,hasEduConcept,weight
T_properties,hasEduConcept,particles
T_properties,hasEduConcept,substances
T_properties,hasEduConcept,explain
T_properties,hasEduConcept,measurements
T_properties,hasEduConcept,measure
T_properties,hasEduConcept,mathematics
T_properties,hasEduConcept,cubic
T_properties,hasEduConcept,measurement
T_properties,hasEduConcept,quantities
T_properties,hasEduConcept,mass
T_properties,hasEduConcept,mixing
T_properties,hasEduConcept,sources
T_properties,hasEduConcept,md
T_properties,hasEduConcept,conduct
T_properties,hasEduConcept,investigation
T_properties,hasEduConcept,volume
T_matter,hasEduConcept,organisms
T_matter,hasEduConcept,energy
T_matter,hasEduConcept,plants
T_matter,hasEduConcept,animals
T_matter,hasEduConcept,food
T_matter,hasEduConcept,air
T_matter,hasEduConcept,soil
T_matter,hasEduConcept,growth
T_matter,hasEduConcept,eat
T_matter,hasEduConcept,body
T_matter,hasEduConcept,environment
T_matter,hasEduConcept,integrate
T_matter,hasEduConcept,idea
T_matter,hasEduConcept,systems
T_matter,hasEduConcept,ecosystem
T_matter,hasEduConcept,cycles
T_matter,hasEduConcept,chiefly
T_ecosystems,hasEduConcept,matter
T_ecosystems,hasEduConcept,energy
T_ecosystems,hasEduConcept,air
T_ecosystems,hasEduConcept,soil
T_ecosystems,hasEduConcept,materials
T_ecosystems,hasEduConcept,eat
T_ecosystems,hasEduConcept,body
T_ecosystems,hasEduConcept,integrate
T_ecosystems,hasEduConcept,cycles
T_ecosystems,hasEduConcept,chiefly
T_energy,hasEduConcept,matter
T_energy,hasEduConcept,organisms
T_energy,hasEduConcept,plants
T_energy,hasEduConcept,animals
T_energy,hasEduConcept,food
T_energy,hasEduConcept,argument
T_energy,hasEduConcept,air
T_energy,hasEduConcept,soil
T_energy,hasEduConcept,materials
T_energy,hasEduConcept,growth
T_energy,hasEduConcept,eat
T_energy,hasEduConcept,body
T_energy,hasEduConcept,environment
T_energy,hasEduConcept,integrate
T_energy,hasEduConcept,idea
T_energy,hasEduConcept,systems
T_energy,hasEduConcept,ecosystem
T_energy,hasEduConcept,cycles
T_energy,hasEduConcept,chiefly
T_organisms,hasEduConcept,matter
T_organisms,hasEduConcept,energy
T_organisms,hasEduConcept,plants
T_organisms,hasEduConcept,animals
T_organisms,hasEduConcept,food
T_organisms,hasEduConcept,argument
T_organisms,hasEduConcept,air
T_organisms,hasEduConcept,soil
T_organisms,hasEduConcept,materials
T_organisms,hasEduConcept,growth
T_organisms,hasEduConcept,eat
T_organisms,hasEduConcept,body
T_organisms,hasEduConcept,environment
T_organisms,hasEduConcept,integrate
T_organisms,hasEduConcept,idea
T_organisms,hasEduConcept,systems
T_organisms,hasEduConcept,ecosystem
T_organisms,hasEduConcept,cycles
T_organisms,hasEduConcept,chiefly
T_earth,hasEduConcept,atmosphere
T_earth,hasEduConcept,mathematics
T_earth,hasEduConcept,ocean
T_earth,hasEduConcept,interact
T_earth,hasEduConcept,climate
T_earth,hasEduConcept,ways
T_earth,hasEduConcept,integrate
T_earth,hasEduConcept,influence
T_earth,hasEduConcept,clouds
T_earth,hasEduConcept,coordinate
T_earth,hasEduConcept,computational
T_earth,hasEduConcept,quantities
T_earth,hasEduConcept,interactions
T_earth,hasEduConcept,limited
T_earth,hasEduConcept,combine
T_earth,hasEduConcept,winds
T_systems,hasEduConcept,atmosphere
T_systems,hasEduConcept,ocean
T_systems,hasEduConcept,interact
T_systems,hasEduConcept,climate
T_systems,hasEduConcept,ways
T_systems,hasEduConcept,integrate
T_systems,hasEduConcept,influence
T_systems,hasEduConcept,clouds
T_systems,hasEduConcept,coordinate
T_systems,hasEduConcept,computational
T_systems,hasEduConcept,quantities
T_systems,hasEduConcept,interactions
T_systems,hasEduConcept,limited
T_systems,hasEduConcept,combine
T_systems,hasEduConcept,winds
T_systems,hasEduConcept,argument
T_systems,hasEduConcept,explain
T_systems,hasEduConcept,support
T_systems,hasEduConcept,solar
T_systems,hasEduConcept,displays
T_systems,hasEduConcept,points
T_systems,hasEduConcept,reasons
T_systems,hasEduConcept,brightness
T_systems,hasEduConcept,shadows
T_systems,hasEduConcept,direction
T_systems,hasEduConcept,engaging
T_systems,hasEduConcept,force
T_systems,hasEduConcept,reveal
T_systems,hasEduConcept,distances
T_systems,hasEduConcept,night
T_space,hasEduConcept,earth
T_space,hasEduConcept,argument
T_space,hasEduConcept,explain
T_space,hasEduConcept,support
T_space,hasEduConcept,solar
T_space,hasEduConcept,displays
T_space,hasEduConcept,points
T_space,hasEduConcept,reasons
T_space,hasEduConcept,integrate
T_space,hasEduConcept,brightness
T_space,hasEduConcept,shadows
T_space,hasEduConcept,coordinate
T_space,hasEduConcept,direction
T_space,hasEduConcept,engaging
T_space,hasEduConcept,force
T_space,hasEduConcept,reveal
T_space,hasEduConcept,distances
T_space,hasEduConcept,night
T_system,hasEduConcept,earth
T_system,hasEduConcept,stars
T_system,hasEduConcept,argument
T_system,hasEduConcept,sun
T_system,hasEduConcept,explain
T_system,hasEduConcept,support
T_system,hasEduConcept,solar
T_system,hasEduConcept,displays
T_system,hasEduConcept,points
T_system,hasEduConcept,reasons
T_system,hasEduConcept,integrate
T_system,hasEduConcept,brightness
T_system,hasEduConcept,shadows
T_system,hasEduConcept,coordinate
T_system,hasEduConcept,direction
T_system,hasEduConcept,engaging
T_system,hasEduConcept,force
T_system,hasEduConcept,reveal
T_system,hasEduConcept,distances
T_system,hasEduConcept,night
T_stars,hasEduConcept,earth
T_stars,hasEduConcept,stars
T_stars,hasEduConcept,argument
T_stars,hasEduConcept,sun
T_stars,hasEduConcept,explain
T_stars,hasEduConcept,support
T_stars,hasEduConcept,solar
T_stars,hasEduConcept,displays
T_stars,hasEduConcept,points
T_stars,hasEduConcept,reasons
T_stars,hasEduConcept,integrate
T_stars,hasEduConcept,brightness
T_stars,hasEduConcept,shadows
T_stars,hasEduConcept,coordinate
T_stars,hasEduConcept,direction
T_stars,hasEduConcept,engaging
T_stars,hasEduConcept,force
T_stars,hasEduConcept,reveal
T_stars,hasEduConcept,distances
T_stars,hasEduConcept,night
T_solar,hasEduConcept,earth
T_solar,hasEduConcept,stars
T_solar,hasEduConcept,argument
T_solar,hasEduConcept,sun
T_solar,hasEduConcept,explain
T_solar,hasEduConcept,support
T_solar,hasEduConcept,displays
